step,reward,cumulative_reward,throughput,cumulative_throughput,avg_wait_time
115,-2.4999999999999996,-248.00000000000003,1,37,2.2956521739130435
116,-3.5999999999999996,-251.60000000000002,0,37,2.3189655172413794
117,-3.8000000000000003,-255.40000000000003,1,38,2.3504273504273505
118,-5.3999999999999995,-260.8,0,38,2.3983050847457625
119,-6.3999999999999995,-267.2,0,38,2.46218487394958
120,-1.1,-268.3,0,38,2.441666666666667
121,-0.7999999999999999,-269.1,1,39,2.4214876033057853
122,-0.8,-269.90000000000003,0,39,2.401639344262295
123,-0.8,-270.70000000000005,0,39,2.3821138211382116
124,-1.8000000000000003,-272.50000000000006,1,40,2.379032258064516
125,-3.4,-275.90000000000003,1,41,2.392
126,-3.8000000000000003,-279.70000000000005,1,42,2.4206349206349205
127,-5.1000000000000005,-284.80000000000007,1,43,2.4645669291338583
128,-6.0,-290.80000000000007,2,45,2.53125
129,-9.0,-299.80000000000007,0,45,2.62015503875969
130,-0.8,-300.6000000000001,0,45,2.6
131,-1.1,-301.7000000000001,0,45,2.5801526717557253
132,-0.8,-302.5000000000001,0,45,2.5606060606060606
133,-1.1,-303.60000000000014,0,45,2.5413533834586466
134,-0.5000000000000001,-304.10000000000014,1,46,2.5223880597014925
135,-1.9000000000000001,-306.0000000000001,0,46,2.511111111111111
136,-2.1,-308.10000000000014,0,46,2.5073529411764706
137,-2.3000000000000003,-310.40000000000015,1,47,2.510948905109489
138,-3.9000000000000004,-314.3000000000001,0,47,2.528985507246377
139,-4.8999999999999995,-319.2000000000001,0,47,2.5611510791366907
140,0.3999999999999999,-318.8000000000001,2,49,2.5428571428571427
141,-1.7,-320.5000000000001,0,49,2.524822695035461
142,0.3999999999999999,-320.10000000000014,2,51,2.507042253521127
143,-0.8,-320.90000000000015,0,51,2.4895104895104896
144,-1.6,-322.50000000000017,0,51,2.4791666666666665
145,-2.1,-324.6000000000002,1,52,2.475862068965517
146,-2.6,-327.2000000000002,0,52,2.4794520547945207
147,-3.0999999999999996,-330.30000000000024,0,52,2.489795918367347
148,-3.3000000000000003,-333.60000000000025,1,53,2.5067567567567566
149,-4.6000000000000005,-338.2000000000003,1,54,2.5369127516778525
150,-0.20000000000000007,-338.40000000000026,1,55,2.52
151,0.09999999999999987,-338.30000000000024,2,57,2.5033112582781456
152,-1.6,-339.90000000000026,0,57,2.4934210526315788
153,-1.8000000000000003,-341.7000000000003,1,58,2.4901960784313726
154,-2.6,-344.3000000000003,0,58,2.4935064935064934
155,-3.6,-347.9000000000003,1,59,2.509677419354839
156,-4.3,-352.20000000000033,1,60,2.5384615384615383
157,-5.9,-358.1000000000003,1,61,2.5796178343949046
158,-6.8999999999999995,-365.0000000000003,0,61,2.632911392405063
159,-7.8999999999999995,-372.90000000000026,0,61,2.69811320754717
160,-3.4999999999999996,-376.40000000000026,1,62,2.71875
161,-1.4,-377.80000000000024,0,62,2.701863354037267
162,-1.3000000000000003,-379.10000000000025,1,63,2.691358024691358
163,-2.1,-381.2000000000003,0,63,2.687116564417178
164,-2.8000000000000003,-384.0000000000003,1,64,2.6951219512195124
165,-3.5,-387.5000000000003,2,66,2.7151515151515153
166,-5.3999999999999995,-392.90000000000026,0,66,2.746987951807229
167,-6.3999999999999995,-399.30000000000024,0,66,2.7904191616766467
168,-6.400000000000001,-405.7000000000002,3,69,2.8511904761904763
169,-11.4,-417.1000000000002,0,69,2.93491124260355
170,-0.20000000000000007,-417.3000000000002,1,70,2.9176470588235293
171,-0.8,-418.1000000000002,0,70,2.9005847953216373
172,-1.9000000000000001,-420.00000000000017,0,70,2.88953488372093
173,-2.4000000000000004,-422.40000000000015,0,70,2.884393063583815
174,-2.6,-425.00000000000017,0,70,2.8850574712643677
175,-3.0999999999999996,-428.1000000000002,0,70,2.8914285714285715
176,-3.9000000000000004,-432.00000000000017,0,70,2.903409090909091
177,-5.2,-437.20000000000016,0,70,2.926553672316384
178,-5.8999999999999995,-443.10000000000014,0,70,2.960674157303371
179,-7.7,-450.8000000000001,0,70,3.011173184357542
180,0.09999999999999987,-450.7000000000001,2,72,2.9944444444444445
181,-2.2,-452.9000000000001,0,72,2.983425414364641
182,-2.3000000000000003,-455.2000000000001,1,73,2.9835164835164836
183,-3.6,-458.8000000000001,1,74,2.9945355191256833
184,-4.3,-463.10000000000014,1,75,3.016304347826087
185,-6.5,-469.60000000000014,0,75,3.0486486486486486
186,-5.699999999999999,-475.3000000000001,2,77,3.0913978494623655
187,-8.100000000000001,-483.40000000000015,1,78,3.1497326203208558
188,-10.200000000000001,-493.60000000000014,0,78,3.223404255319149
189,-12.8,-506.40000000000015,0,78,3.3174603174603177
190,-1.2000000000000004,-507.60000000000014,2,80,3.3105263157894735
191,-0.5000000000000001,-508.10000000000014,1,81,3.2931937172774868
192,-0.8,-508.90000000000015,0,81,3.2760416666666665
193,-1.1,-510.00000000000017,0,81,3.2590673575129534
194,-1.6,-511.6000000000002,0,81,3.247422680412371
195,-2.4000000000000004,-514.0000000000002,0,81,3.241025641025641
196,-2.0,-516.0000000000002,1,82,3.239795918367347
197,-3.7,-519.7000000000003,0,82,3.2436548223350252
198,-3.5999999999999996,-523.3000000000003,0,82,3.2525252525252526
199,-3.4999999999999996,-526.8000000000003,1,83,3.2663316582914574
200,-0.20000000000000007,-527.0000000000003,1,84,3.25
201,-0.7999999999999999,-527.8000000000003,1,85,3.2338308457711444
202,-1.0,-528.8000000000003,1,86,3.222772277227723
203,-1.5,-530.3000000000003,1,87,3.2167487684729066
204,-3.7,-534.0000000000003,0,87,3.2205882352941178
205,-4.4,-538.4000000000003,1,88,3.234146341463415
206,-5.3999999999999995,-543.8000000000003,0,88,3.2572815533980584
207,-6.3999999999999995,-550.2000000000003,0,88,3.289855072463768
208,-6.8,-557.0000000000002,1,89,3.331730769230769
209,-8.9,-565.9000000000002,1,90,3.38755980861244
210,-1.5,-567.4000000000002,1,91,3.380952380952381
211,-0.7999999999999999,-568.2000000000002,1,92,3.3649289099526065
212,-0.20000000000000007,-568.4000000000002,1,93,3.349056603773585
213,-1.1,-569.5000000000002,0,93,3.3333333333333335
214,-0.8,-570.3000000000002,0,93,3.317757009345794
215,-1.6,-571.9000000000002,0,93,3.3069767441860467
216,-2.1,-574.0000000000002,0,93,3.300925925925926
217,-3.4,-577.4000000000002,1,94,3.304147465437788
218,-4.9,-582.3000000000002,1,95,3.3211009174311927
219,-6.7,-589.0000000000002,0,95,3.3515981735159817
220,-2.4999999999999996,-591.5000000000002,1,96,3.3545454545454545
221,-1.4,-592.9000000000002,0,96,3.339366515837104
222,-0.20000000000000007,-593.1000000000003,1,97,3.324324324324324
223,-0.8,-593.9000000000002,0,97,3.309417040358744
224,-0.20000000000000007,-594.1000000000003,1,98,3.294642857142857
225,-2.2,-596.3000000000003,0,98,3.2844444444444445
226,-1.5,-597.8000000000003,1,99,3.2787610619469025
227,-2.2,-600.0000000000003,2,101,3.2819383259911894
228,-4.6000000000000005,-604.6000000000004,1,102,3.2982456140350878
229,-7.3,-611.9000000000003,0,102,3.3275109170305677
230,0.3999999999999999,-611.5000000000003,2,104,3.3130434782608695
231,-0.8,-612.3000000000003,0,104,3.2987012987012987
232,-2.2,-614.5000000000003,0,104,3.288793103448276
233,-2.4000000000000004,-616.9000000000003,0,104,3.2832618025751072
234,-2.6,-619.5000000000003,0,104,3.282051282051282
235,-2.4999999999999996,-622.0000000000003,1,105,3.2851063829787233
236,-3.5999999999999996,-625.6000000000004,0,105,3.292372881355932
237,-5.2,-630.8000000000004,0,105,3.308016877637131
238,-6.7,-637.5000000000005,0,105,3.3361344537815127
239,-8.5,-646.0000000000005,0,105,3.3765690376569037
240,0.3999999999999999,-645.6000000000005,2,107,3.3625
241,-1.4,-647.0000000000005,0,107,3.3485477178423237
242,-0.20000000000000007,-647.2000000000005,1,108,3.334710743801653
243,-0.20000000000000007,-647.4000000000005,1,109,3.3209876543209877
244,-0.8,-648.2000000000005,0,109,3.307377049180328
245,-0.7999999999999999,-649.0000000000005,1,110,3.293877551020408
246,-2.7,-651.7000000000005,0,110,3.2886178861788617
247,-2.2,-653.9000000000005,2,112,3.291497975708502
248,-3.8000000000000003,-657.7000000000005,1,113,3.3024193548387095
249,-5.3,-663.0000000000005,2,115,3.325301204819277
250,-0.8,-663.8000000000004,0,115,3.312
251,-1.1,-664.9000000000004,0,115,3.298804780876494
252,-0.8,-665.7000000000004,0,115,3.2857142857142856
253,-1.6,-667.3000000000004,1,116,3.2766798418972334
254,-2.1,-669.4000000000004,0,116,3.2716535433070866
255,-2.9000000000000004,-672.3000000000004,0,116,3.2705882352941176
256,-3.0999999999999996,-675.4000000000004,0,116,3.2734375
257,-3.9000000000000004,-679.3000000000004,0,116,3.280155642023346
258,-4.1,-683.4000000000004,0,116,3.2906976744186047
259,-4.6,-688.0000000000005,0,116,3.305019305019305
260,0.09999999999999987,-687.9000000000004,2,118,3.292307692307692
261,-0.19999999999999996,-688.1000000000005,2,120,3.2796934865900385
262,0.3999999999999999,-687.7000000000005,2,122,3.267175572519084
263,-0.20000000000000007,-687.9000000000005,1,123,3.2547528517110265
264,-0.8,-688.7000000000005,0,123,3.242424242424242
265,-1.4,-690.1000000000005,0,123,3.230188679245283
266,-0.40000000000000013,-690.5000000000005,2,125,3.2218045112781954
267,-3.2,-693.7000000000005,0,125,3.2209737827715355
268,-3.3000000000000003,-697.0000000000005,1,126,3.2276119402985075
269,-5.2,-702.2000000000005,0,126,3.241635687732342
270,-0.8,-703.0000000000005,0,126,3.22962962962963
271,-0.5000000000000001,-703.5000000000005,1,127,3.217712177121771
272,-1.6,-705.1000000000005,0,127,3.2095588235294117
273,-2.4000000000000004,-707.5000000000005,0,127,3.2051282051282053
274,-2.9000000000000004,-710.4000000000004,0,127,3.204379562043796
275,-3.0999999999999996,-713.5000000000005,0,127,3.207272727272727
276,-3.8000000000000003,-717.3000000000004,1,128,3.217391304347826
277,-6.2,-723.5000000000005,1,129,3.2382671480144403
278,-7.1000000000000005,-730.6000000000005,1,130,3.2697841726618706
279,-8.600000000000001,-739.2000000000005,1,131,3.3118279569892475
280,-2.9999999999999996,-742.2000000000005,1,132,3.317857142857143
281,-1.7,-743.9000000000005,0,132,3.306049822064057
282,-0.8,-744.7000000000005,0,132,3.2943262411347516
283,-0.20000000000000007,-744.9000000000005,1,133,3.282685512367491
284,-0.8,-745.7000000000005,0,133,3.2711267605633805
285,0.09999999999999987,-745.6000000000005,2,135,3.2596491228070175
286,-0.8,-746.4000000000004,0,135,3.2482517482517483
287,-1.2000000000000004,-747.6000000000005,2,137,3.2439024390243905
288,-3.1,-750.7000000000005,1,138,3.2465277777777777
289,-5.8,-756.5000000000005,0,138,3.2595155709342563
290,-0.20000000000000007,-756.7000000000005,1,139,3.2482758620689656
291,-0.20000000000000007,-756.9000000000005,1,140,3.2371134020618557
292,-0.8,-757.7000000000005,0,140,3.2260273972602738
293,-1.4,-759.1000000000005,0,140,3.2150170648464163
294,-0.8,-759.9000000000004,0,140,3.204081632653061
295,-0.5000000000000001,-760.4000000000004,1,141,3.1932203389830507
296,-0.8,-761.2000000000004,0,141,3.1824324324324325
297,-2.1,-763.3000000000004,1,142,3.1784511784511786
298,-3.4000000000000004,-766.7000000000004,0,142,3.1812080536912752
299,-4.4,-771.1000000000004,0,142,3.190635451505017
300,-0.8,-771.9000000000003,0,142,3.18
301,-0.7999999999999999,-772.7000000000003,1,143,3.169435215946844
302,-1.1,-773.8000000000003,0,143,3.1589403973509933
303,-0.8,-774.6000000000003,0,143,3.1485148514851486
304,-0.8,-775.4000000000002,0,143,3.138157894736842
305,-2.2,-777.6000000000003,0,143,3.1311475409836067
306,-2.3000000000000003,-779.9000000000002,1,144,3.130718954248366
307,-3.3000000000000003,-783.2000000000002,1,145,3.1368078175895766
308,-4.8999999999999995,-788.1000000000001,0,145,3.1493506493506493
309,-4.7,-792.8000000000002,3,148,3.168284789644013
310,-0.8,-793.6000000000001,0,148,3.1580645161290324
311,-0.5000000000000001,-794.1000000000001,1,149,3.147909967845659
312,-0.8,-794.9000000000001,0,149,3.1378205128205128
313,-0.5000000000000001,-795.4000000000001,1,150,3.1277955271565494
314,-0.20000000000000007,-795.6000000000001,1,151,3.1178343949044587
315,-1.1,-796.7000000000002,0,151,3.107936507936508
316,-1.3000000000000003,-798.0000000000001,1,152,3.1012658227848102
317,-2.4000000000000004,-800.4000000000001,0,152,3.0977917981072554
318,-4.2,-804.6000000000001,0,152,3.1037735849056602
319,-5.7,-810.3000000000002,0,152,3.1191222570532915
320,0.9999999999999998,-809.3000000000002,3,155,3.109375
321,-1.0000000000000002,-810.3000000000002,2,157,3.102803738317757
322,-2.1,-812.4000000000002,0,157,3.099378881987578
323,-2.9000000000000004,-815.3000000000002,0,157,3.0990712074303404
324,-3.0999999999999996,-818.4000000000002,0,157,3.1018518518518516
325,-5.0,-823.4000000000002,0,157,3.1107692307692307
326,-4.8,-828.2000000000002,1,158,3.125766871165644
327,-5.199999999999999,-833.4000000000002,2,160,3.146788990825688
328,-8.200000000000001,-841.6000000000003,0,160,3.176829268292683
329,-8.8,-850.4000000000002,2,162,3.2158054711246202
330,-1.4,-851.8000000000002,0,162,3.206060606060606
331,-1.9000000000000001,-853.7000000000002,0,162,3.199395770392749
332,-1.5,-855.2000000000002,1,163,3.1957831325301207
333,-2.9000000000000004,-858.1000000000001,0,163,3.195195195195195
334,-3.0999999999999996,-861.2000000000002,0,163,3.197604790419162
335,-4.4,-865.6000000000001,0,163,3.2059701492537314
336,-5.3999999999999995,-871.0000000000001,0,163,3.2202380952380953
337,-6.7,-877.7000000000002,1,164,3.2403560830860534
338,-7.3999999999999995,-885.1000000000001,0,164,3.2662721893491122
339,-8.4,-893.5000000000001,0,164,3.297935103244838
340,-3.8000000000000003,-897.3000000000001,1,165,3.3058823529411763
341,-2.4,-899.7,1,166,3.302052785923754
342,-3.4000000000000004,-903.1,0,166,3.304093567251462
343,-3.8000000000000003,-906.9,1,167,3.311953352769679
344,-5.7,-912.6,0,167,3.3255813953488373
345,-6.1000000000000005,-918.7,1,168,3.344927536231884
346,-7.000000000000001,-925.7,2,170,3.3728323699421967
347,-9.700000000000001,-935.4000000000001,0,170,3.409221902017291
348,-10.600000000000001,-946.0000000000001,1,171,3.454022988505747
349,-13.500000000000002,-959.5000000000001,1,172,3.510028653295129
350,-1.5,-961.0000000000001,1,173,3.505714285714286
351,-1.3000000000000003,-962.3000000000001,1,174,3.4985754985754984
352,-2.4000000000000004,-964.7,0,174,3.4943181818181817
353,-2.9000000000000004,-967.6,0,174,3.492917847025496
354,-3.0999999999999996,-970.7,0,174,3.494350282485876
355,-3.5999999999999996,-974.3000000000001,0,174,3.4985915492957744
356,-4.1,-978.4000000000001,0,174,3.50561797752809
357,-5.9,-984.3000000000001,1,175,3.5210084033613445
358,-8.0,-992.3000000000001,0,175,3.5446927374301676
359,-9.200000000000001,-1001.5000000000001,0,175,3.5766016713091924
360,-0.8,-1002.3000000000001,0,175,3.566666666666667
361,-0.40000000000000036,-1002.7,3,178,3.559556786703601
362,-2.1,-1004.8000000000001,0,178,3.5552486187845305
363,-2.0,-1006.8000000000001,1,179,3.553719008264463
364,-2.8000000000000003,-1009.6,1,180,3.5549450549450547
365,-4.2,-1013.8000000000001,0,180,3.558904109589041
366,-4.1,-1017.9000000000001,0,180,3.5655737704918034
367,-5.0,-1022.9000000000001,2,182,3.5803814713896456
368,-7.1000000000000005,-1030.0,1,183,3.6032608695652173
369,-9.5,-1039.5,0,183,3.6341463414634148
370,-0.8,-1040.3,0,183,3.6243243243243244
371,-1.1,-1041.3999999999999,0,183,3.61455525606469
372,-1.1,-1042.4999999999998,0,183,3.6048387096774195
373,-1.1,-1043.5999999999997,0,183,3.5951742627345844
374,-0.8,-1044.3999999999996,0,183,3.585561497326203
375,-1.9000000000000001,-1046.2999999999997,0,183,3.578666666666667
376,-2.1,-1048.3999999999996,0,183,3.574468085106383
377,-2.3000000000000003,-1050.6999999999996,1,184,3.5729442970822283
378,-2.4999999999999996,-1053.1999999999996,1,185,3.574074074074074
379,-3.9000000000000004,-1057.0999999999997,0,185,3.5778364116094985
380,0.3999999999999999,-1056.6999999999996,2,187,3.568421052631579
381,-1.4,-1058.0999999999997,0,187,3.559055118110236
382,-0.8,-1058.8999999999996,0,187,3.549738219895288
383,-0.8,-1059.6999999999996,0,187,3.5404699738903394
384,-0.20000000000000007,-1059.8999999999996,1,188,3.53125
385,-1.6,-1061.4999999999995,1,189,3.5246753246753246
386,-2.8,-1064.2999999999995,2,191,3.5259067357512954
387,-5.2,-1069.4999999999995,0,191,3.5348837209302326
388,-6.9,-1076.3999999999996,1,192,3.554123711340206
389,-9.200000000000001,-1085.5999999999997,1,193,3.583547557840617
390,-0.20000000000000007,-1085.7999999999997,1,194,3.5743589743589745
391,-1.1,-1086.8999999999996,0,194,3.5652173913043477
392,-0.8,-1087.6999999999996,0,194,3.556122448979592
393,-0.7999999999999999,-1088.4999999999995,1,195,3.5470737913486006
394,-0.8,-1089.2999999999995,0,195,3.5380710659898478
395,-1.0,-1090.2999999999995,1,196,3.5316455696202533
396,-2.1,-1092.3999999999994,0,196,3.5277777777777777
397,-2.6,-1094.9999999999993,1,197,3.526448362720403
398,-3.9000000000000004,-1098.8999999999994,0,197,3.530150753768844
399,-4.8999999999999995,-1103.7999999999995,0,197,3.5388471177944862
400,-2.3000000000000003,-1106.0999999999995,1,198,3.5375
401,-1.4,-1107.4999999999995,0,198,3.5286783042394014
402,-0.20000000000000007,-1107.6999999999996,1,199,3.5199004975124377
403,-0.8,-1108.4999999999995,0,199,3.511166253101737
404,-0.8,-1109.2999999999995,0,199,3.5024752475247523
405,-1.3000000000000003,-1110.5999999999995,1,200,3.4962962962962965
406,-1.5,-1112.0999999999995,1,201,3.4926108374384235
407,-2.9000000000000004,-1114.9999999999995,0,201,3.4914004914004915
408,-2.1000000000000005,-1117.0999999999995,3,204,3.4950980392156863
409,-6.3,-1123.3999999999994,0,204,3.5061124694376526
410,-0.20000000000000007,-1123.5999999999995,1,205,3.497560975609756
411,-0.8,-1124.3999999999994,0,205,3.489051094890511
412,0.09999999999999987,-1124.2999999999995,2,207,3.4805825242718447
413,-1.3000000000000003,-1125.5999999999995,1,208,3.4745762711864407
414,-2.4000000000000004,-1127.9999999999995,0,208,3.471014492753623
415,-2.8000000000000003,-1130.7999999999995,1,209,3.472289156626506
416,-3.8000000000000003,-1134.5999999999995,1,210,3.4783653846153846
417,-5.7,-1140.2999999999995,0,210,3.4892086330935252
418,-6.6000000000000005,-1146.8999999999994,1,211,3.507177033492823
419,-8.700000000000001,-1155.5999999999995,0,211,3.532219570405728
420,-0.8,-1156.3999999999994,0,211,3.5238095238095237
421,-0.5,-1156.8999999999994,2,213,3.5154394299287413
422,-0.8,-1157.6999999999994,0,213,3.5071090047393363
423,-0.20000000000000007,-1157.8999999999994,1,214,3.4988179669030735
424,-0.20000000000000007,-1158.0999999999995,1,215,3.490566037735849
425,-2.2,-1160.2999999999995,0,215,3.4847058823529413
426,-2.3000000000000003,-1162.5999999999995,1,216,3.483568075117371
427,-3.3000000000000003,-1165.8999999999994,1,217,3.48711943793911
428,-5.2,-1171.0999999999995,0,217,3.4953271028037385
429,-5.6000000000000005,-1176.6999999999994,1,218,3.508158508158508
430,-0.8,-1177.4999999999993,0,218,3.5
431,-1.1,-1178.5999999999992,0,218,3.491879350348028
432,-0.20000000000000007,-1178.7999999999993,1,219,3.4837962962962963
433,-1.9000000000000001,-1180.6999999999994,0,219,3.4780600461893765
434,-1.5,-1182.1999999999994,1,220,3.474654377880184
435,-3.2,-1185.3999999999994,0,220,3.4735632183908045
436,-3.0999999999999996,-1188.4999999999993,0,220,3.4747706422018347
437,-3.9000000000000004,-1192.3999999999994,0,220,3.4782608695652173
438,-4.1,-1196.4999999999993,0,220,3.4840182648401825
439,-4.6,-1201.0999999999992,0,220,3.492027334851936
440,0.3999999999999999,-1200.6999999999991,2,222,3.484090909090909
441,-0.7999999999999999,-1201.499999999999,1,223,3.4761904761904763
442,-1.9000000000000001,-1203.3999999999992,0,223,3.4705882352941178
443,-2.1,-1205.499999999999,0,223,3.4672686230248306
444,-0.8000000000000003,-1206.299999999999,3,226,3.4662162162162162
445,-3.7,-1209.999999999999,0,226,3.4674157303370787
446,-3.8000000000000003,-1213.799999999999,1,227,3.4730941704035874
447,-4.8,-1218.599999999999,1,228,3.4832214765100673
448,-6.3999999999999995,-1224.999999999999,0,228,3.497767857142857
449,-8.200000000000001,-1233.1999999999991,1,229,3.5189309576837418
450,-0.20000000000000007,-1233.3999999999992,1,230,3.511111111111111
451,-1.1,-1234.499999999999,0,230,3.5033259423503327
452,-0.20000000000000007,-1234.6999999999991,1,231,3.495575221238938
453,-1.9000000000000001,-1236.5999999999992,0,231,3.4900662251655628
454,-2.1,-1238.6999999999991,0,231,3.486784140969163
455,-2.6,-1241.299999999999,0,231,3.4857142857142858
456,-2.8000000000000003,-1244.099999999999,1,232,3.486842105263158
457,-4.4,-1248.499999999999,1,233,3.4923413566739607
458,-5.6000000000000005,-1254.099999999999,1,234,3.504366812227074
459,-7.7,-1261.799999999999,0,234,3.522875816993464
460,-3.7,-1265.499999999999,0,234,3.523913043478261
461,-3.8,-1269.299999999999,0,234,3.522776572668113
462,-4.1000000000000005,-1273.399999999999,1,235,3.5281385281385282
