step,reward,cumulative_reward,throughput,cumulative_throughput,avg_wait_time
463,-6.5,-1279.899999999999,0,235,3.5399568034557234
464,-7.7,-1287.599999999999,0,235,3.5581896551724137
465,-8.3,-1295.899999999999,2,237,3.5827956989247314
466,-10.700000000000001,-1306.599999999999,0,237,3.6137339055793993
467,-11.600000000000001,-1318.199999999999,1,238,3.650963597430407
468,-12.500000000000002,-1330.699999999999,2,240,3.6944444444444446
469,-15.200000000000001,-1345.899999999999,1,241,3.744136460554371
470,-0.5000000000000001,-1346.399999999999,1,242,3.7361702127659573
471,-0.20000000000000007,-1346.599999999999,1,243,3.7282377919320595
472,-1.9000000000000001,-1348.499999999999,0,243,3.722457627118644
473,-2.4000000000000004,-1350.8999999999992,0,243,3.718816067653277
474,-2.6,-1353.499999999999,0,243,3.717299578059072
475,-2.4999999999999996,-1355.999999999999,1,244,3.7178947368421054
476,-3.5999999999999996,-1359.599999999999,0,244,3.7205882352941178
477,-4.7,-1364.299999999999,0,244,3.7253668763102725
478,-5.3999999999999995,-1369.6999999999991,0,244,3.7343096234309625
479,-6.3999999999999995,-1376.0999999999992,0,244,3.7473903966597075
480,-0.8000000000000003,-1376.8999999999992,3,247,3.745833333333333
481,-1.4,-1378.2999999999993,0,247,3.738045738045738
482,-1.6,-1379.8999999999992,0,247,3.732365145228216
483,-2.1,-1381.999999999999,0,247,3.728778467908903
484,-2.3000000000000003,-1384.299999999999,1,248,3.727272727272727
485,-3.7,-1387.999999999999,0,248,3.727835051546392
486,-2.9999999999999996,-1390.999999999999,1,249,3.730452674897119
487,-3.4999999999999996,-1394.499999999999,1,250,3.735112936344969
488,-3.3999999999999995,-1397.8999999999992,2,252,3.7418032786885247
489,-5.3999999999999995,-1403.2999999999993,0,252,3.7505112474437627
490,-0.8,-1404.0999999999992,0,252,3.742857142857143
491,-1.4,-1405.4999999999993,0,252,3.735234215885947
492,-0.20000000000000007,-1405.6999999999994,1,253,3.727642276422764
493,-1.1,-1406.7999999999993,0,253,3.720081135902637
494,-0.8,-1407.5999999999992,0,253,3.7125506072874495
495,-1.3000000000000003,-1408.8999999999992,1,254,3.707070707070707
496,-2.1,-1410.999999999999,0,254,3.7036290322580645
497,-2.3000000000000003,-1413.299999999999,1,255,3.7022132796780682
498,-2.8000000000000003,-1416.099999999999,1,256,3.7028112449799195
499,-3.5999999999999996,-1419.699999999999,0,256,3.7054108216432864
500,-0.8,-1420.4999999999989,0,256,3.698
501,-1.4,-1421.899999999999,0,256,3.69061876247505
502,-0.8,-1422.699999999999,0,256,3.683266932270916
503,-0.20000000000000007,-1422.899999999999,1,257,3.675944333996024
504,-0.8,-1423.699999999999,0,257,3.6686507936507935
505,-2.6999999999999997,-1426.399999999999,1,258,3.6653465346534655
506,-2.8000000000000003,-1429.199999999999,1,259,3.66600790513834
507,-3.8000000000000003,-1432.9999999999989,1,260,3.670611439842209
508,-4.8,-1437.7999999999988,1,261,3.6791338582677167
509,-6.1000000000000005,-1443.8999999999987,1,262,3.6915520628683693
510,-0.20000000000000007,-1444.0999999999988,1,263,3.684313725490196
511,-1.1,-1445.1999999999987,0,263,3.6771037181996085
512,0.09999999999999987,-1445.0999999999988,2,265,3.669921875
513,-1.9000000000000001,-1446.9999999999989,0,265,3.664717348927875
514,-1.5,-1448.4999999999989,1,266,3.6614785992217898
515,-2.8000000000000003,-1451.2999999999988,1,267,3.662135922330097
516,-4.4,-1455.699999999999,0,267,3.6666666666666665
517,-6.0,-1461.699999999999,0,267,3.6750483558994196
518,-5.8,-1467.4999999999989,1,268,3.687258687258687
519,-8.5,-1475.9999999999989,0,268,3.7052023121387285
520,-3.4999999999999996,-1479.4999999999989,1,269,3.7096153846153848
521,-0.7999999999999999,-1480.2999999999988,1,270,3.7024952015355086
522,-0.8,-1481.0999999999988,0,270,3.6954022988505746
523,-0.8,-1481.8999999999987,0,270,3.688336520076482
524,-0.8,-1482.6999999999987,0,270,3.681297709923664
525,-0.5000000000000001,-1483.1999999999987,1,271,3.6742857142857144
526,0.09999999999999987,-1483.0999999999988,2,273,3.667300380228137
527,-1.6,-1484.6999999999987,0,273,3.6622390891840606
528,-0.9000000000000001,-1485.5999999999988,2,275,3.659090909090909
529,-4.0,-1489.5999999999988,0,275,3.659735349716446
530,-0.20000000000000007,-1489.7999999999988,1,276,3.6528301886792454
531,-0.20000000000000007,-1489.9999999999989,1,277,3.645951035781544
532,-1.1,-1491.0999999999988,0,277,3.6390977443609023
533,-0.7999999999999999,-1491.8999999999987,1,278,3.6322701688555346
534,-1.6,-1493.4999999999986,0,278,3.6273408239700373
535,-2.1,-1495.5999999999985,0,278,3.6242990654205607
536,-2.6,-1498.1999999999985,0,278,3.623134328358209
537,-3.6,-1501.7999999999984,1,279,3.625698324022346
538,-4.8999999999999995,-1506.6999999999985,0,279,3.6319702602230484
539,-6.7,-1513.3999999999985,0,279,3.6437847866419295
540,-2.8000000000000003,-1516.1999999999985,1,280,3.6444444444444444
541,-0.19999999999999996,-1516.3999999999985,2,282,3.6377079482439925
542,-0.8,-1517.1999999999985,0,282,3.6309963099630997
543,-0.8,-1517.9999999999984,0,282,3.6243093922651934
544,-0.20000000000000007,-1518.1999999999985,1,283,3.6176470588235294
545,-0.7999999999999999,-1518.9999999999984,1,284,3.611009174311927
546,-1.2000000000000004,-1520.1999999999985,2,286,3.608058608058608
547,-3.7,-1523.8999999999985,0,286,3.6087751371115173
548,-4.4,-1528.2999999999986,0,286,3.613138686131387
549,-5.7,-1533.9999999999986,0,286,3.6211293260473587
550,-0.8,-1534.7999999999986,0,286,3.6145454545454547
551,-0.5000000000000001,-1535.2999999999986,1,287,3.607985480943739
552,-0.20000000000000007,-1535.4999999999986,1,288,3.601449275362319
553,-1.1,-1536.5999999999985,0,288,3.5949367088607596
554,-0.5000000000000001,-1537.0999999999985,1,289,3.588447653429603
555,-1.9000000000000001,-1538.9999999999986,0,289,3.5837837837837836
556,-2.1,-1541.0999999999985,0,289,3.5809352517985613
557,-2.3000000000000003,-1543.3999999999985,1,290,3.5798922800718134
558,-3.9000000000000004,-1547.2999999999986,0,290,3.582437275985663
559,-4.8999999999999995,-1552.1999999999987,0,290,3.5885509838998213
560,-0.20000000000000007,-1552.3999999999987,1,291,3.5821428571428573
561,-1.1,-1553.4999999999986,1,292,3.5757575757575757
562,0.3999999999999999,-1553.0999999999985,2,294,3.5693950177935942
563,-1.6,-1554.6999999999985,0,294,3.564831261101243
564,-2.1,-1556.7999999999984,0,294,3.5620567375886525
565,-2.0,-1558.7999999999984,2,296,3.561061946902655
566,-1.8999999999999997,-1560.6999999999985,2,298,3.5618374558303887
567,-4.4,-1565.0999999999985,0,298,3.566137566137566
568,-5.1000000000000005,-1570.1999999999985,1,299,3.573943661971831
569,-7.5,-1577.6999999999985,0,299,3.586994727592267
570,-0.8,-1578.4999999999984,0,299,3.5807017543859647
571,-1.1,-1579.5999999999983,0,299,3.574430823117338
572,-0.20000000000000007,-1579.7999999999984,1,300,3.5681818181818183
573,-1.9000000000000001,-1581.6999999999985,0,300,3.5636998254799304
574,-2.1,-1583.7999999999984,0,300,3.5609756097560976
575,-3.1,-1586.8999999999983,1,301,3.5617391304347827
576,-4.4,-1591.2999999999984,0,301,3.5659722222222223
577,-6.0,-1597.2999999999984,0,301,3.5736568457538995
578,-6.0,-1603.2999999999984,2,303,3.586505190311419
579,-8.700000000000001,-1611.9999999999984,0,303,3.604490500863558
580,-4.1,-1616.0999999999983,0,303,3.6086206896551722
581,-0.7999999999999999,-1616.8999999999983,1,304,3.602409638554217
582,0.09999999999999987,-1616.7999999999984,2,306,3.5962199312714778
583,-1.6,-1618.3999999999983,0,306,3.5917667238421958
584,-2.1,-1620.4999999999982,0,306,3.589041095890411
585,-1.7000000000000004,-1622.1999999999982,2,308,3.588034188034188
586,-2.7,-1624.8999999999983,2,310,3.590443686006826
587,-4.8999999999999995,-1629.7999999999984,0,310,3.5962521294718908
588,-5.3,-1635.0999999999983,1,311,3.6054421768707483
589,-7.8,-1642.8999999999983,0,311,3.6179966044142615
590,-1.0,-1643.8999999999983,1,312,3.613559322033898
591,-0.20000000000000007,-1644.0999999999983,1,313,3.6074450084602367
592,-1.1,-1645.1999999999982,0,313,3.6013513513513513
593,-1.1,-1646.2999999999981,0,313,3.5952782462057336
594,-1.6,-1647.899999999998,0,313,3.590909090909091
595,-2.1,-1649.999999999998,0,313,3.588235294117647
596,-3.1,-1653.0999999999979,1,314,3.588926174496644
597,-4.1000000000000005,-1657.1999999999978,1,315,3.592964824120603
598,-5.3999999999999995,-1662.5999999999979,0,315,3.600334448160535
599,-6.3999999999999995,-1668.999999999998,0,315,3.6110183639398996
600,-2.7,-1671.699999999998,2,317,3.6133333333333333
601,-2.2,-1673.899999999998,0,317,3.6089850249584026
602,-2.3000000000000003,-1676.199999999998,1,318,3.60797342192691
603,-4.2,-1680.399999999998,0,318,3.6102819237147594
604,-4.3,-1684.699999999998,1,319,3.615894039735099
605,-6.5,-1691.199999999998,0,319,3.624793388429752
606,-6.8999999999999995,-1698.099999999998,0,319,3.636963696369637
607,-8.700000000000001,-1706.7999999999981,0,319,3.654036243822076
608,-10.200000000000001,-1716.9999999999982,0,319,3.6759868421052633
609,-12.200000000000001,-1729.1999999999982,1,320,3.7044334975369457
610,-2.4000000000000004,-1731.5999999999983,0,320,3.7016393442622952
611,-0.5000000000000001,-1732.0999999999983,1,321,3.695581014729951
612,-0.20000000000000007,-1732.2999999999984,1,322,3.689542483660131
613,-1.1,-1733.3999999999983,0,322,3.6835236541598695
614,-0.8,-1734.1999999999982,0,322,3.6775244299674266
615,-0.5000000000000001,-1734.6999999999982,1,323,3.6715447154471543
616,-1.6,-1736.2999999999981,0,323,3.667207792207792
617,-2.7,-1738.9999999999982,0,323,3.6645056726094003
618,-2.8000000000000003,-1741.7999999999981,1,324,3.6650485436893203
619,-4.4,-1746.1999999999982,0,324,3.6688206785137316
620,-0.8,-1746.9999999999982,0,324,3.662903225806452
621,-1.4,-1748.3999999999983,0,324,3.657004830917874
622,-0.20000000000000007,-1748.5999999999983,1,325,3.6511254019292605
623,-0.20000000000000007,-1748.7999999999984,1,326,3.6452648475120384
624,-1.1,-1749.8999999999983,0,326,3.639423076923077
625,-1.4,-1751.2999999999984,0,326,3.6336
626,-0.40000000000000013,-1751.6999999999985,2,328,3.6293929712460065
627,-2.1,-1753.7999999999984,0,328,3.626794258373206
628,-1.4000000000000001,-1755.1999999999985,2,330,3.625796178343949
629,-2.8000000000000003,-1757.9999999999984,1,331,3.6263910969793325
630,0.3999999999999999,-1757.5999999999983,2,333,3.6206349206349207
631,-1.4,-1758.9999999999984,0,333,3.6148969889064975
632,-0.20000000000000007,-1759.1999999999985,1,334,3.6091772151898733
633,-1.3000000000000003,-1760.4999999999984,1,335,3.6050552922590837
634,-2.1,-1762.5999999999983,0,335,3.6025236593059935
635,-3.4000000000000004,-1765.9999999999984,0,335,3.6031496062992128
636,-4.4,-1770.3999999999985,0,335,3.606918238993711
637,-4.8,-1775.1999999999985,2,337,3.6138147566718994
638,-6.7,-1781.8999999999985,0,337,3.623824451410658
639,-7.3999999999999995,-1789.2999999999986,0,337,3.6369327073552427
640,-3.4999999999999996,-1792.7999999999986,1,338,3.640625
641,-1.4,-1794.1999999999987,0,338,3.6349453978159127
642,-0.8,-1794.9999999999986,0,338,3.629283489096573
643,-0.8,-1795.7999999999986,0,338,3.6236391912908243
644,-0.8,-1796.5999999999985,0,338,3.6180124223602483
645,-0.7999999999999999,-1797.3999999999985,1,339,3.612403100775194
646,-1.8000000000000003,-1799.1999999999985,1,340,3.609907120743034
647,-2.2,-1801.3999999999985,2,342,3.6105100463678514
648,-4.4,-1805.7999999999986,0,342,3.6141975308641974
649,-5.4,-1811.1999999999987,1,343,3.62095531587057
650,-0.40000000000000013,-1811.5999999999988,2,345,3.616923076923077
651,-0.20000000000000007,-1811.7999999999988,1,346,3.61136712749616
652,-1.4,-1813.199999999999,0,346,3.605828220858896
653,-1.9000000000000001,-1815.099999999999,0,346,3.601837672281776
654,-2.1,-1817.199999999999,0,346,3.599388379204893
655,-2.6,-1819.7999999999988,0,346,3.598473282442748
656,-3.9000000000000004,-1823.699999999999,0,346,3.600609756097561
657,-4.6000000000000005,-1828.2999999999988,1,347,3.6057838660578385
658,-4.699999999999999,-1832.9999999999989,2,349,3.613981762917933
659,-7.2,-1840.199999999999,0,349,3.625189681335357
660,-2.9999999999999996,-1843.199999999999,1,350,3.6272727272727274
661,-1.4,-1844.599999999999,0,350,3.62178517397882
662,-0.8,-1845.399999999999,0,350,3.6163141993957706
663,-1.0,-1846.399999999999,1,351,3.61236802413273
664,-2.1,-1848.4999999999989,0,351,3.6099397590361444
665,-4.0,-1852.4999999999989,0,351,3.610526315789474
666,-4.1000000000000005,-1856.5999999999988,1,352,3.614114114114114
667,-4.8,-1861.3999999999987,1,353,3.6206896551724137
668,-5.8,-1867.1999999999987,1,354,3.6302395209580838
669,-5.9,-1873.0999999999988,3,357,3.6427503736920777
670,-0.8,-1873.8999999999987,0,357,3.6373134328358208
671,-0.5000000000000001,-1874.3999999999987,1,358,3.631892697466468
672,-0.8,-1875.1999999999987,0,358,3.6264880952380953
673,-1.4,-1876.5999999999988,0,358,3.6210995542347697
674,-1.1,-1877.6999999999987,0,358,3.615727002967359
675,-1.6,-1879.2999999999986,0,358,3.611851851851852
676,-2.1,-1881.3999999999985,0,358,3.6094674556213016
677,-2.3000000000000003,-1883.6999999999985,1,359,3.6085672082717872
678,-2.4999999999999996,-1886.1999999999985,1,360,3.6091445427728615
679,-2.3999999999999995,-1888.5999999999985,2,362,3.6111929307805597
680,-0.5000000000000001,-1889.0999999999985,1,363,3.6058823529411765
681,-1.4,-1890.4999999999986,0,363,3.6005873715124816
682,-0.8,-1891.2999999999986,0,363,3.595307917888563
683,-0.8,-1892.0999999999985,0,363,3.5900439238653004
684,-2.4000000000000004,-1894.4999999999986,0,363,3.587719298245614
685,-4.2,-1898.6999999999987,1,364,3.58978102189781
686,-5.7,-1904.3999999999987,0,364,3.5962099125364433
687,-5.7,-1910.0999999999988,3,367,3.606986899563319
688,-8.100000000000001,-1918.1999999999987,1,368,3.622093023255814
689,-10.5,-1928.6999999999987,0,368,3.641509433962264
690,-1.0,-1929.6999999999987,1,369,3.63768115942029
691,-1.1,-1930.7999999999986,0,369,3.6324167872648334
692,-0.8,-1931.5999999999985,0,369,3.6271676300578033
693,-1.9000000000000001,-1933.4999999999986,0,369,3.6233766233766236
694,-3.2,-1936.6999999999987,0,369,3.622478386167147
695,-3.9000000000000004,-1940.5999999999988,0,369,3.6244604316546765
696,-4.8999999999999995,-1945.4999999999989,0,369,3.6293103448275863
697,-5.9,-1951.399999999999,1,370,3.6370157819225253
698,-6.3,-1957.699999999999,1,371,3.64756446991404
699,-7.8999999999999995,-1965.599999999999,0,371,3.6609442060085837
700,-4.6,-1970.199999999999,0,371,3.665714285714286
701,-1.1,-1971.2999999999988,1,372,3.660485021398003
702,-0.8,-1972.0999999999988,0,372,3.6552706552706553
703,-0.8,-1972.8999999999987,0,372,3.6500711237553345
704,-0.8,-1973.6999999999987,0,372,3.6448863636363638
705,-0.5000000000000001,-1974.1999999999987,1,373,3.6397163120567377
706,-1.0,-1975.1999999999987,1,374,3.6359773371104818
707,-2.3000000000000003,-1977.4999999999986,1,375,3.635077793493635
708,-3.0,-1980.4999999999986,2,377,3.6370056497175143
709,-5.5,-1985.9999999999986,0,377,3.6417489421720735
710,-0.20000000000000007,-1986.1999999999987,1,378,3.636619718309859
711,-0.20000000000000007,-1986.3999999999987,1,379,3.6315049226441634
712,-1.1,-1987.4999999999986,0,379,3.6264044943820224
713,-1.3000000000000003,-1988.7999999999986,1,380,3.622720897615708
714,-1.5,-1990.2999999999986,1,381,3.6204481792717087
715,-2.3000000000000003,-1992.5999999999985,1,382,3.6195804195804198
716,-3.3000000000000003,-1995.8999999999985,1,383,3.6215083798882683
717,-5.2,-2001.0999999999985,0,383,3.6262203626220364
718,-6.1000000000000005,-2007.1999999999985,1,384,3.635097493036212
719,-7.600000000000001,-2014.7999999999984,1,385,3.6481223922114046
720,-0.8,-2015.5999999999983,0,385,3.6430555555555557
721,-0.7999999999999999,-2016.3999999999983,1,386,3.638002773925104
722,-1.1,-2017.4999999999982,0,386,3.6329639889196677
723,-0.20000000000000007,-2017.6999999999982,1,387,3.627939142461964
724,-0.20000000000000007,-2017.8999999999983,1,388,3.6229281767955803
725,-0.19999999999999996,-2018.0999999999983,2,390,3.6179310344827584
726,-0.8,-2018.8999999999983,0,390,3.612947658402204
727,-1.6,-2020.4999999999982,0,390,3.609353507565337
728,-1.5,-2021.9999999999982,1,391,3.607142857142857
729,-3.4,-2025.3999999999983,1,392,3.607681755829904
730,-0.8,-2026.1999999999982,0,392,3.6027397260273974
731,-0.5000000000000001,-2026.6999999999982,1,393,3.59781121751026
732,-0.8,-2027.4999999999982,0,393,3.592896174863388
733,-1.1,-2028.599999999998,0,393,3.587994542974079
734,-0.8,-2029.399999999998,0,393,3.5831062670299727
735,-1.1,-2030.499999999998,0,393,3.578231292517007
736,-1.9000000000000001,-2032.399999999998,0,393,3.5747282608695654
737,-1.8000000000000003,-2034.199999999998,1,394,3.5725915875169605
738,-2.6,-2036.799999999998,0,394,3.5718157181571817
739,-2.4999999999999996,-2039.299999999998,1,395,3.5723951285520976
740,0.09999999999999987,-2039.199999999998,2,397,3.5675675675675675
741,-1.6,-2040.799999999998,1,398,3.5641025641025643
742,-2.1,-2042.8999999999978,0,398,3.5619946091644206
743,-2.9000000000000004,-2045.799999999998,0,398,3.5612382234185733
744,-2.4999999999999996,-2048.299999999998,1,399,3.5618279569892475
745,-3.6,-2051.899999999998,1,400,3.563758389261745
746,-3.4999999999999996,-2055.399999999998,1,401,3.567024128686327
747,-4.8,-2060.199999999998,1,402,3.572958500669344
748,-5.8,-2065.999999999998,1,403,3.5815508021390374
749,-7.7,-2073.699999999998,0,403,3.5927903871829105
750,-1.1,-2074.799999999998,0,403,3.588
751,-0.5000000000000001,-2075.299999999998,1,404,3.5832223701731025
752,-0.8,-2076.099999999998,0,404,3.578457446808511
753,-1.1,-2077.199999999998,0,404,3.5737051792828685
754,-0.8,-2077.999999999998,0,404,3.5689655172413794
755,-1.0,-2078.999999999998,1,405,3.565562913907285
756,-2.1,-2081.099999999998,0,405,3.5634920634920637
757,-3.6999999999999997,-2084.799999999998,1,406,3.5640686922060767
758,-4.4,-2089.199999999998,0,406,3.5672823218997363
759,-5.0,-2094.199999999998,2,408,3.5744400527009224
760,-3.4000000000000004,-2097.599999999998,0,408,3.575
761,-3.0,-2100.599999999998,0,408,3.5729303547963207
762,-3.4000000000000004,-2103.999999999998,0,408,3.573490813648294
763,-3.8000000000000003,-2107.7999999999984,1,409,3.5766710353866316
764,-5.7,-2113.499999999998,0,409,3.582460732984293
765,-6.7,-2120.199999999998,0,409,3.5908496732026145
766,-6.8,-2126.999999999998,1,410,3.601827676240209
767,-8.4,-2135.3999999999983,0,410,3.6153846153846154
768,-8.400000000000002,-2143.7999999999984,3,413,3.6328125
769,-12.3,-2156.0999999999985,0,413,3.6540962288686605
770,-0.20000000000000007,-2156.2999999999984,1,414,3.6493506493506493
771,-1.1,-2157.3999999999983,0,414,3.6446173800259403
772,-1.1,-2158.499999999998,0,414,3.639896373056995
773,-1.1,-2159.599999999998,0,414,3.6351875808538163
774,-0.20000000000000007,-2159.799999999998,1,415,3.6304909560723515
775,-1.0,-2160.799999999998,1,416,3.6270967741935483
776,-2.1,-2162.899999999998,0,416,3.625
777,-2.3000000000000003,-2165.199999999998,1,417,3.6241956241956244
778,-3.6,-2168.799999999998,1,418,3.625964010282776
779,-5.7,-2174.4999999999977,0,418,3.6315789473684212
780,-2.3000000000000003,-2176.799999999998,1,419,3.6307692307692307
781,-2.2,-2178.9999999999977,0,419,3.6274007682458387
782,-1.5,-2180.4999999999977,1,420,3.625319693094629
783,-2.6,-2183.0999999999976,0,420,3.624521072796935
784,-3.0999999999999996,-2186.1999999999975,0,420,3.625
785,-4.8999999999999995,-2191.0999999999976,2,422,3.6292993630573247
786,-6.7,-2197.7999999999975,0,422,3.6374045801526718
787,-8.4,-2206.1999999999975,1,423,3.650571791613723
788,-9.2,-2215.3999999999974,3,426,3.668781725888325
789,-13.3,-2228.6999999999975,0,426,3.692015209125475
790,-3.0999999999999996,-2231.7999999999975,0,426,3.6924050632911394
791,-0.5000000000000001,-2232.2999999999975,1,427,3.6877370417193425
792,-1.1,-2233.3999999999974,0,427,3.683080808080808
793,-1.1,-2234.4999999999973,0,427,3.67843631778058
794,-1.1,-2235.599999999997,0,427,3.6738035264483626
795,-1.6,-2237.199999999997,0,427,3.670440251572327
796,-2.1,-2239.299999999997,0,427,3.6683417085427137
797,-1.7000000000000004,-2240.999999999997,2,429,3.6675031367628605
798,-3.0999999999999996,-2244.0999999999967,0,429,3.6679197994987467
799,-3.3000000000000003,-2247.399999999997,1,430,3.669586983729662
800,-0.8,-2248.199999999997,0,430,3.665
801,-0.7999999999999999,-2248.9999999999973,1,431,3.6604244694132335
802,-0.20000000000000007,-2249.199999999997,1,432,3.655860349127182
803,-0.8,-2249.9999999999973,0,432,3.651307596513076
804,-1.0,-2250.9999999999973,1,433,3.648009950248756
805,-2.7,-2253.699999999997,0,433,3.6459627329192545
806,-3.1,-2256.799999999997,1,434,3.6464019851116625
807,-3.8000000000000003,-2260.599999999997,1,435,3.6493184634448577
808,-4.8,-2265.3999999999974,1,436,3.6547029702970297
809,-6.7,-2272.099999999997,0,436,3.6625463535228677
810,-0.8,-2272.8999999999974,0,436,3.6580246913580248
811,-0.5000000000000001,-2273.3999999999974,1,437,3.653514180024661
812,-0.8,-2274.1999999999975,0,437,3.649014778325123
813,-1.4,-2275.5999999999976,0,437,3.644526445264453
814,-0.8,-2276.399999999998,0,437,3.64004914004914
815,-0.8,-2277.199999999998,0,437,3.6355828220858895
816,-0.20000000000000007,-2277.399999999998,1,438,3.6311274509803924
817,-2.2,-2279.5999999999976,0,438,3.627906976744186
818,-2.1,-2281.6999999999975,0,438,3.625916870415648
819,-2.0,-2283.6999999999975,1,439,3.625152625152625
820,-0.5000000000000001,-2284.1999999999975,1,440,3.620731707317073
821,-0.19999999999999996,-2284.3999999999974,2,442,3.6163215590742994
822,-0.8,-2285.1999999999975,0,442,3.6119221411192215
823,-1.0,-2286.1999999999975,1,443,3.6087484811664643
824,-1.5,-2287.6999999999975,1,444,3.6067961165048543
825,-2.3000000000000003,-2289.9999999999977,1,445,3.606060606060606
826,-1.8999999999999997,-2291.899999999998,2,447,3.6065375302663436
827,-5.5,-2297.399999999998,0,447,3.610640870616687
828,-6.3,-2303.699999999998,2,449,3.619565217391304
829,-10.100000000000001,-2313.799999999998,0,449,3.6332931242460798
830,-0.8,-2314.599999999998,0,449,3.6289156626506025
831,-0.8,-2315.3999999999983,0,449,3.624548736462094
832,-0.5000000000000001,-2315.8999999999983,1,450,3.6201923076923075
833,-1.9000000000000001,-2317.7999999999984,0,450,3.617046818727491
834,-2.4000000000000004,-2320.1999999999985,0,450,3.615107913669065
835,-3.4000000000000004,-2323.5999999999985,0,450,3.615568862275449
836,-4.4,-2327.9999999999986,0,450,3.6184210526315788
837,-5.1000000000000005,-2333.0999999999985,1,451,3.6236559139784945
838,-7.2,-2340.2999999999984,0,451,3.632458233890215
839,-8.100000000000001,-2348.3999999999983,1,452,3.6448152562574494
840,-2.8999999999999995,-2351.2999999999984,2,454,3.6476190476190475
841,-1.7,-2352.999999999998,0,454,3.6432818073721758
842,-0.8,-2353.7999999999984,0,454,3.63895486935867
843,-0.8,-2354.5999999999985,0,454,3.634638196915777
844,-0.8,-2355.3999999999987,0,454,3.6303317535545023
845,-1.4,-2356.799999999999,0,454,3.62603550295858
846,-0.20000000000000007,-2356.9999999999986,1,455,3.6217494089834514
847,-0.40000000000000013,-2357.3999999999987,2,457,3.6186540731995276
848,-2.6,-2359.9999999999986,1,458,3.6179245283018866
849,-4.2,-2364.1999999999985,0,458,3.619552414605418
850,0.3999999999999999,-2363.7999999999984,2,460,3.6152941176470588
851,-1.1,-2364.8999999999983,0,460,3.611045828437133
852,-0.20000000000000007,-2365.099999999998,1,461,3.606807511737089
853,-1.1,-2366.199999999998,0,461,3.6025791324736227
854,-0.8,-2366.999999999998,0,461,3.598360655737705
855,-0.19999999999999996,-2367.199999999998,2,463,3.5941520467836257
856,-1.6,-2368.799999999998,0,463,3.5911214953271027
857,-2.4000000000000004,-2371.199999999998,0,463,3.58926487747958
858,-2.6,-2373.799999999998,0,463,3.5885780885780885
859,-1.8999999999999997,-2375.699999999998,2,465,3.5890570430733413
860,-1.1,-2376.799999999998,0,465,3.5848837209302324
861,-2.2,-2378.9999999999977,0,465,3.581881533101045
862,-2.4000000000000004,-2381.399999999998,0,465,3.5800464037122968
863,-2.6,-2383.9999999999977,0,465,3.5793742757821554
864,-2.4999999999999996,-2386.4999999999977,1,466,3.579861111111111
865,-5.0,-2391.4999999999977,0,466,3.5826589595375724
866,-4.8,-2396.299999999998,1,467,3.587759815242494
867,-6.3999999999999995,-2402.699999999998,0,467,3.5951557093425603
868,-7.2,-2409.899999999998,3,470,3.607142857142857
869,-10.400000000000002,-2420.299999999998,2,472,3.623705408515535
870,-0.20000000000000007,-2420.4999999999977,1,473,3.6195402298850574
871,-1.1,-2421.5999999999976,0,473,3.6153846153846154
872,-1.6,-2423.1999999999975,0,473,3.6123853211009176
873,-2.4000000000000004,-2425.5999999999976,0,473,3.6105383734249714
874,-2.6,-2428.1999999999975,0,473,3.6098398169336385
875,-3.3000000000000003,-2431.4999999999977,1,474,3.611428571428571
876,-5.2,-2436.6999999999975,0,474,3.615296803652968
877,-7.3,-2443.9999999999977,0,474,3.622576966932725
878,-8.200000000000001,-2452.1999999999975,0,474,3.633257403189066
879,-9.700000000000001,-2461.8999999999974,0,474,3.6473265073947667
880,-3.4999999999999996,-2465.3999999999974,1,475,3.65
881,-0.7999999999999999,-2466.1999999999975,1,476,3.6458569807037455
882,-0.8,-2466.9999999999977,0,476,3.6417233560090705
883,-1.9000000000000001,-2468.899999999998,0,476,3.638731596828992
884,-0.9000000000000001,-2469.799999999998,2,478,3.6368778280542986
885,-3.7,-2473.4999999999977,0,478,3.6372881355932205
886,-4.6000000000000005,-2478.0999999999976,1,479,3.641083521444695
887,-6.7,-2484.7999999999975,0,479,3.648252536640361
888,-7.000000000000001,-2491.7999999999975,2,481,3.6587837837837838
889,-9.900000000000002,-2501.6999999999975,2,483,3.673790776152981
890,0.09999999999999987,-2501.5999999999976,2,485,3.6696629213483147
891,-0.8,-2502.399999999998,0,485,3.665544332210999
892,-1.1,-2503.4999999999977,0,485,3.6614349775784754
893,-1.1,-2504.5999999999976,0,485,3.6573348264277716
894,-1.6,-2506.1999999999975,0,485,3.6543624161073827
895,-2.1,-2508.2999999999975,0,485,3.652513966480447
896,-2.0,-2510.2999999999975,1,486,3.6517857142857144
897,-3.7,-2513.9999999999973,0,486,3.652173913043478
898,-3.5999999999999996,-2517.599999999997,0,486,3.653674832962138
899,-3.4999999999999996,-2521.099999999997,1,487,3.656284760845384
900,-0.20000000000000007,-2521.299999999997,1,488,3.652222222222222
901,-0.19999999999999996,-2521.499999999997,2,490,3.648168701442841
902,-0.8,-2522.299999999997,0,490,3.6441241685144123
903,-0.20000000000000007,-2522.499999999997,1,491,3.640088593576966
904,-1.4,-2523.899999999997,0,491,3.6360619469026547
905,-1.9000000000000001,-2525.799999999997,0,491,3.633149171270718
906,-2.3000000000000003,-2528.099999999997,1,492,3.6324503311258276
907,-3.3000000000000003,-2531.3999999999974,1,493,3.6339581036383684
908,-5.7,-2537.099999999997,0,493,3.6387665198237884
